,Index,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Heir Silhoutte,Kmeans Silhoutte,Birch Silhoutte
48,19,3537035730,4031508660,24,0.0410597845911979,0.40335506,0.4235865,0
49,45,2019194970,3538955760,14,0.03934609,0.40335506,0.4235865,0
50,48,3035673615,517136850,13,0.0393293239176273,0.40335506,0.4235865,0
51,12,517136850,3537035730,16,0.039214503,0.40335506,0.4235865,0
52,9,3537028050,3538955760,22,0.0374109409749507,0.40335506,0.4235865,0
53,39,3035673615,3537028050,14,0.034914631396532,0.40335506,0.4235865,0
54,2,3035673780,4031508660,23,0.034000352025032,0.40335506,0.4235865,0
55,11,3537028050,4031508660,24,0.0330810993909835,0.40335506,0.4235865,0
56,11,517136850,3537028050,15,0.028399143,0.40335506,0.4235865,0
57,46,2019194970,3785744805,2,0.027677275,0.40335506,0.4235865,0
58,32,3027809415,3785744805,2,0.026965357363224,0.40335506,0.4235865,0
59,34,3027809415,4039315215,2,0.026965357363224,0.40335506,0.4235865,0
60,23,3537035730,517136850,19,0.0257515776902437,0.40335506,0.4235865,0
61,27,2018212080,3537028050,22,0.02412865,0.40335506,0.4235865,0
62,39,3785744805,4041289185,2,0.0216678343713283,0.40335506,0.4235865,0
63,44,3035673615,4031508660,14,0.0102780293673276,0.40335506,0.4235865,0
64,38,3035673615,3035673780,12,0.0096903415396809,0.40335506,0.4235865,0
65,32,3538955760,4031508660,23,0.0070125604979693,0.40335506,0.4235865,0
66,20,517136850,517136850,14,0.0047571375,0.40335506,0.4235865,0
67,47,4039315215,4042272240,8,0.0027094904799014,0.40335506,0.4235865,0
68,43,3035673615,3785744805,2,0.0001516660122433,0.40335506,0.4235865,0
69,35,3027809415,4041289185,1,0.0,0.40335506,0.4235865,0
70,23,2783028705,4041289185,1,0.0,0.40335506,0.4235865,0
71,25,3537972705,3785744805,1,0.0,0.40335506,0.4235865,0
72,30,3027809415,3537972705,1,0.0,0.40335506,0.4235865,0
73,26,3027809415,3035673615,1,0.0,0.40335506,0.4235865,0
74,20,2783028705,3785744805,1,0.0,0.40335506,0.4235865,0
75,28,3537972705,4041289185,1,0.0,0.40335506,0.4235865,0
76,18,2783028705,3537972705,1,0.0,0.40335506,0.4235865,0
77,7,2777130375,3785744805,1,0.0,0.40335506,0.4235865,0
78,13,2783028705,3027809415,1,0.0,0.40335506,0.4235865,0
79,36,2018212080,517136850,18,-0.00022245407,0.40335506,0.4235865,0
80,48,4039315215,517136850,8,-0.0061330101452767,0.40335506,0.4235865,0
81,40,3035673615,3537035730,14,-0.0080474698916077,0.40335506,0.4235865,0
82,41,2019194970,3035673780,15,-0.008677901,0.40335506,0.4235865,0
83,21,2018212080,2019194970,20,-0.019738602,0.40335506,0.4235865,0
84,48,2019194970,4039315215,6,-0.020030461,0.40335506,0.4235865,0
85,31,2018212080,3785744805,4,-0.023284798,0.40335506,0.4235865,0
86,34,2018212080,4041289185,3,-0.025343068,0.40335506,0.4235865,0
87,31,3538955760,3785744805,4,-0.0300446767359972,0.40335506,0.4235865,0
88,36,3538955760,517136850,19,-0.0301628932356834,0.40335506,0.4235865,0
89,15,3537028050,517136850,19,-0.0334642529487609,0.40335506,0.4235865,0
90,12,2777130375,517136850,8,-0.0337715297937393,0.40335506,0.4235865,0
91,4,2777130375,3537035730,8,-0.0337715297937393,0.40335506,0.4235865,0
92,3,2777130375,3537028050,8,-0.0337715297937393,0.40335506,0.4235865,0
93,6,2777130375,3538955760,8,-0.034538060426712,0.40335506,0.4235865,0
94,11,2777130375,4042272240,8,-0.034538060426712,0.40335506,0.4235865,0
95,22,2018212080,2777130375,6,-0.03589525,0.40335506,0.4235865,0
96,9,2777130375,4039315215,3,-0.0391267575323581,0.40335506,0.4235865,0
97,44,2019194970,3537972705,4,-0.04389708,0.40335506,0.4235865,0
98,29,2018212080,3537972705,3,-0.047205795,0.40335506,0.4235865,0
99,28,2018212080,3537035730,22,-0.05577342,0.40335506,0.4235865,0
100,8,3537028050,3537972705,6,-0.0596171580255031,0.40335506,0.4235865,0
101,38,2019194970,2783028705,2,-0.06016477,0.40335506,0.4235865,0
102,0,264499440,4039315215,6,-0.06034412,0.40335506,0.4235865,0
103,40,3785744805,4042272240,9,-0.0609556585550308,0.40335506,0.4235865,0
104,49,2019194970,4041289185,3,-0.06137282,0.40335506,0.4235865,0
105,38,3785744805,4039315215,3,-0.0615630261600017,0.40335506,0.4235865,0
106,45,4031508660,517136850,19,-0.0641299784183502,0.40335506,0.4235865,0
107,17,517136850,4039315215,6,-0.06609484,0.40335506,0.4235865,0
108,1,3035673780,3785744805,4,-0.0697117894887924,0.40335506,0.4235865,0
109,41,3785744805,517136850,9,-0.0761073678731918,0.40335506,0.4235865,0
110,7,3537028050,3537035730,23,-0.0771823227405548,0.40335506,0.4235865,0
111,49,4041289185,4042272240,9,-0.0820055305957794,0.40335506,0.4235865,0
112,1,2777130375,3035673615,3,-0.0832495018839836,0.40335506,0.4235865,0
113,47,3035673615,4042272240,12,-0.0861920639872551,0.40335506,0.4235865,0
114,42,3035673615,3538955760,12,-0.0861920639872551,0.40335506,0.4235865,0
115,14,2783028705,3035673615,2,-0.0907445773482322,0.40335506,0.4235865,0
116,10,3537028050,3785744805,4,-0.110530786216259,0.40335506,0.4235865,0
117,6,517136850,2777130375,6,-0.11762634,0.40335506,0.4235865,0
118,18,3537035730,3785744805,4,-0.118188664317131,0.40335506,0.4235865,0
119,45,3035673615,4039315215,6,-0.1205481067299842,0.40335506,0.4235865,0
120,37,3785744805,4031508660,9,-0.1319692730903625,0.40335506,0.4235865,0
121,50,4041289185,517136850,10,-0.1419913917779922,0.40335506,0.4235865,0
122,34,3538955760,4041289185,3,-0.146988958120346,0.40335506,0.4235865,0
123,8,517136850,3027809415,4,-0.15271139,0.40335506,0.4235865,0
124,4,3035673780,4041289185,3,-0.155863732099533,0.40335506,0.4235865,0
125,39,2019194970,3027809415,4,-0.16060959,0.40335506,0.4235865,0
126,43,4031508660,4041289185,3,-0.1640180647373199,0.40335506,0.4235865,0
127,40,2019194970,3035673615,4,-0.17057544,0.40335506,0.4235865,0
128,22,2783028705,4039315215,3,-0.1952844113111496,0.40335506,0.4235865,0
129,29,3027809415,3537035730,3,-0.2128158658742904,0.40335506,0.4235865,0
130,37,3027809415,517136850,3,-0.2128158658742904,0.40335506,0.4235865,0
131,27,3027809415,3035673780,3,-0.2128158658742904,0.40335506,0.4235865,0
132,28,3027809415,3537028050,3,-0.2128158658742904,0.40335506,0.4235865,0
133,31,3027809415,3538955760,3,-0.2128158658742904,0.40335506,0.4235865,0
134,33,3027809415,4031508660,3,-0.2128158658742904,0.40335506,0.4235865,0
135,36,3027809415,4042272240,3,-0.2128158658742904,0.40335506,0.4235865,0
136,25,2018212080,3035673615,10,-0.2219212,0.40335506,0.4235865,0
137,13,3537028050,4041289185,4,-0.2355146557092666,0.40335506,0.4235865,0
138,23,2018212080,2783028705,5,-0.24171016,0.40335506,0.4235865,0
139,21,2783028705,4031508660,4,-0.24239082634449,0.40335506,0.4235865,0
140,9,517136850,3035673615,4,-0.25864255,0.40335506,0.4235865,0
141,21,3537035730,4041289185,4,-0.2708935141563415,0.40335506,0.4235865,0
142,24,2018212080,3027809415,6,-0.28194195,0.40335506,0.4235865,0
143,27,3537972705,4039315215,3,-0.305499792098999,0.40335506,0.4235865,0
144,16,2783028705,3537028050,4,-0.3234058618545532,0.40335506,0.4235865,0
145,17,2783028705,3537035730,4,-0.3234058618545532,0.40335506,0.4235865,0
146,25,2783028705,517136850,4,-0.3234058618545532,0.40335506,0.4235865,0
147,16,3537035730,3537972705,6,-0.3434655368328094,0.40335506,0.4235865,0
148,15,2783028705,3035673780,5,-0.3560080826282501,0.40335506,0.4235865,0
149,19,2783028705,3538955760,5,-0.3645972609519958,0.40335506,0.4235865,0
150,24,2783028705,4042272240,5,-0.3645972609519958,0.40335506,0.4235865,0
151,29,3537972705,4042272240,4,-0.4185614883899688,0.40335506,0.4235865,0
152,24,3537972705,3538955760,4,-0.4185614883899688,0.40335506,0.4235865,0
153,30,3537972705,517136850,4,-0.4185614883899688,0.40335506,0.4235865,0
154,26,3537972705,4031508660,4,-0.4211530685424804,0.40335506,0.4235865,0
